row_id,base_model,variant_id,role,model,barrier_title,explanation,iteration,timestamp,truncated,is_duplicate,attempts,transport_attempts,transport_error,theme,theme_attempts,theme_error,theme_model,theme_temperature,cluster_text,cluster,cluster_prob,primary_category,secondary_category,human_labelled_clusters
phi4-subject_matter2_03_b4,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Economic Viability Concerns,"Initial investment costs for transitioning to or incorporating DC technologies are often high compared to existing AC solutions. The economic benefits of DC adoption may not be immediately apparent, discouraging stakeholders from investing without clear long-term financial incentives.",3,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Economic Viability Concerns. Initial investment costs for transitioning to or incorporating DC technologies are often high compared to existing AC solutions. The economic benefits of DC adoption may not be immediately apparent, discouraging stakeholders from investing without clear long-term financial incentives.",9,1.0,general,technical,High upfront transition costs
phi4-subject_matter2_03_b5,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Regulatory Uncertainty,"Regulatory frameworks and policies for DC systems are still evolving, leading to uncertainty about compliance requirements and potential future regulations. This can deter investment due to the risk of unforeseen regulatory changes affecting project viability.",3,20260505_121738,no,False,1,1,,policy uncertainty,1,,gpt-5.4-mini,0.2,"Regulatory Uncertainty. Regulatory frameworks and policies for DC systems are still evolving, leading to uncertainty about compliance requirements and potential future regulations. This can deter investment due to the risk of unforeseen regulatory changes affecting project viability.",3,1.0,policy,general,Regulatory uncertainty and hurdles
gemma3-generalist_03_b1,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Lack of Standardized Interoperability,"Without universally accepted protocols and interfaces, integrating DC components from different vendors will be difficult, hindering scalability and adoption.",3,20260505_121738,no,False,2,2,,interoperability standards,1,,gpt-5.4-mini,0.2,"Lack of Standardized Interoperability. Without universally accepted protocols and interfaces, integrating DC components from different vendors will be difficult, hindering scalability and adoption.",4,1.0,technical,policy,DC interoperability standardization and cartification gap
gemma3-generalist_03_b2,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Limited Component Availability & Cost,The current DC component supply chain is nascent. Limited availability and higher costs compared to AC equivalents will impede wider deployment.,3,20260505_121738,no,False,2,2,,component supply constraints,1,,gpt-5.4-mini,0.2,Limited Component Availability & Cost. The current DC component supply chain is nascent. Limited availability and higher costs compared to AC equivalents will impede wider deployment.,11,1.0,technical,general,DC component cost and availability
gemma3-generalist_03_b3,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Legacy System Integration Complexity,"Retrofitting existing AC infrastructure with DC systems presents significant technical and economic challenges, especially in brownfield environments.",3,20260505_121738,no,False,2,2,,brownfield retrofit complexity,1,,gpt-5.4-mini,0.2,"Legacy System Integration Complexity. Retrofitting existing AC infrastructure with DC systems presents significant technical and economic challenges, especially in brownfield environments.",12,0.8947044058503313,technical,general,Retrofit complexity in existing infrastructure
gemma3-generalist_03_b4,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Workforce Skill Gap,"A shortage of skilled technicians and engineers familiar with DC systems will limit installation, maintenance, and operational capabilities.",3,20260505_121738,no,False,2,2,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Workforce Skill Gap. A shortage of skilled technicians and engineers familiar with DC systems will limit installation, maintenance, and operational capabilities.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-generalist_03_b5,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Cybersecurity Vulnerabilities in DC Microgrids,DC microgrids introduce new attack vectors and require specialized cybersecurity measures that are currently underdeveloped.,3,20260505_121738,no,False,2,2,,cybersecurity vulnerabilities,1,,gpt-5.4-mini,0.2,Cybersecurity Vulnerabilities in DC Microgrids. DC microgrids introduce new attack vectors and require specialized cybersecurity measures that are currently underdeveloped.,1,0.523035546590342,technical,policy,Cybersecurity vulnerabilities in DC microgrids
gemma3-generalist2_03_b1,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Lack of Standardized Safety Protocols,"Current safety standards are largely geared towards AC systems. Adapting and creating new DC-specific safety protocols, training, and certifications will be a significant hurdle.",3,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,"Lack of Standardized Safety Protocols. Current safety standards are largely geared towards AC systems. Adapting and creating new DC-specific safety protocols, training, and certifications will be a significant hurdle.",0,1.0,technical,policy,Gap in DC components safety standards 
gemma3-generalist2_03_b2,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Retrofit Costs & Complexity,"Replacing existing AC infrastructure with DC systems in established buildings or industrial facilities will be prohibitively expensive and disruptive, limiting adoption to new builds.",3,20260505_121738,no,False,2,2,,retrofit cost complexity,1,,gpt-5.4-mini,0.2,"Retrofit Costs & Complexity. Replacing existing AC infrastructure with DC systems in established buildings or industrial facilities will be prohibitively expensive and disruptive, limiting adoption to new builds.",12,1.0,technical,general,Retrofit complexity in existing infrastructure
gemma3-generalist2_03_b3,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Interoperability Concerns,The lack of common DC voltage and communication protocols between different vendors' equipment could hinder system integration and create vendor lock-in.,3,20260505_121738,no,False,2,2,,protocol incompatibility,1,,gpt-5.4-mini,0.2,Interoperability Concerns. The lack of common DC voltage and communication protocols between different vendors' equipment could hinder system integration and create vendor lock-in.,4,1.0,technical,policy,DC interoperability standardization and cartification gap
gemma3-generalist2_03_b4,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Limited Skilled Workforce,"There's a current scarcity of engineers and technicians with expertise in DC power systems design, installation, and maintenance, potentially slowing deployment.",3,20260505_121738,no,False,2,2,,skilled workforce shortage,1,,gpt-5.4-mini,0.2,"Limited Skilled Workforce. There's a current scarcity of engineers and technicians with expertise in DC power systems design, installation, and maintenance, potentially slowing deployment.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-generalist2_03_b5,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Public Perception & Trust,"A general lack of public understanding and trust in DC technology could lead to resistance and slow down widespread acceptance, requiring substantial education and outreach.",3,20260505_121738,no,False,2,2,,public trust and awareness,1,,gpt-5.4-mini,0.2,"Public Perception & Trust. A general lack of public understanding and trust in DC technology could lead to resistance and slow down widespread acceptance, requiring substantial education and outreach.",14,1.0,policy,general,Public awareness and acceptance
gemma3-normative_03_b1,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Lack of Standardized Component Safety Testing,Current safety testing standards are largely geared towards AC systems. Adapting or creating new standards for DC components will be crucial but time-consuming.,3,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,Lack of Standardized Component Safety Testing. Current safety testing standards are largely geared towards AC systems. Adapting or creating new standards for DC components will be crucial but time-consuming.,0,0.4708282924690427,technical,policy,Gap in DC components safety standards 
